GN	JK_S1_2_ERCC_S22	JK_S1_3_ERCC_S23	JK_S2_2_ERCC_S24	JK_S2_3_ERCC_S25	JK_A2_1_ERCC_S26	JK_A2_2_ERCC_S27	JK_A2_3_ERCC_S28	JK_A2_4_ERCC_S29	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31
GFPT1	131435.1425	133166.7139	126690.5568	125847.7644	88631.46067	88915.8973	84715.70689	87313.10014	87729.89302	86179.62966
PRC1	48834.07307	58289.03986	30587.43296	38267.95715	25024.46567	30691.96275	27250.90997	32305.89316	26008.08533	29737.04918
ENO1	4112376.813	3885326.134	3476897.863	3331565.652	2919101.775	2739727.366	2805607.139	2680231.643	2822442.718	2726225.498
ASPM	15198.92963	16453.08023	12265.2161	13067.332	9663.395654	11148.03784	9946.835049	10805.93314	9589.929978	10291.75731
TTN	65906.30993	65430.03847	63020.72588	60161.2137	61986.90151	61895.71299	62353.7316	61959.62042	67330.88743	62951.06461
SLPI	46375.13193	97056.94272	44266.29181	100523.7376	45539.29396	46048.54412	66277.44794	40337.72981	47537.5227	46294.69445
TNKS	28739.25008	33527.74499	19213.13756	19751.09884	15866.29958	16848.39974	15009.03796	17565.45492	15418.59194	17757.16214
NFIL3	20007.69003	22368.98816	18945.46384	23723.60561	16697.23647	18711.40414	15380.5783	12535.3139	14358.80437	17948.46679
KDM5B	40812.18063	40172.33183	43579.4443	45070.79138	31657.97062	33367.10119	32872.94276	36348.5116	34287.27985	36405.90693
SLC16A3	37022.73876	36891.84422	31550.85229	27706.99466	24934.11683	24455.67421	25207.02029	25574.00995	25038.03528	24229.36669
GUCY1B3	19408.96661	28124.06324	19624.27719	31696.66745	22620.21691	16541.83469	13823.26543	14258.33642	15376.87764	14389.01103
EGF	49252.47829	30497.50317	31401.01844	27986.99346	23197.82365	19720.26308	29830.95572	21415.6794	29463.53046	21689.33982
ZNRF1	35653.32044	37591.63038	29309.67234	28729.43734	23867.32158	23302.27375	21660.17461	23072.61532	25339.76005	21474.08581
PYGL	132297.6876	138938.3248	120705.0899	123404.9387	96952.95812	98659.38287	99177.57794	101745.9425	96622.32769	99343.66442
KDM3A	112984.1569	107971.4667	90932.47105	89700.04544	72186.87916	68651.49097	71070.8503	69099.4561	75636.97348	72988.98231
RAB18	188584.1588	185060.2241	185919.5587	189935.7135	132532.2054	136106.5723	130942.6454	133803.3904	130964.0604	126628.9214
MYO5A	55055.17069	53467.70855	53853.42166	51995.6307	38691.5816	37859.97125	38679.03231	38444.65402	38934.58676	37439.39797
BEND5	29086.89905	31727.39637	23517.18906	26947.11441	18241.62514	21112.56281	19798.17343	20970.14869	20482.80564	21620.97379
COQ5	36903.50752	34815.99941	33848.79063	35923.73233	35342.65379	35735.07222	40500.62125	35788.94506	36676.81306	37122.8021
AKAP5	13579.3647	20167.17025	11408.82016	18157.36705	11379.09178	13753.88309	12393.61219	13734.72486	11078.74991	13547.20745
ALDH18A1	114393.4731	112139.0358	120066.8227	119706.6885	86721.00171	85516.53012	85379.33557	83683.02169	85972.97503	86413.23835
GBE1	126389.4674	120862.7754	101663.7142	96735.87619	82511.72761	77143.76149	80105.88704	79958.68578	83519.78624	80107.3441
C2CD5	57119.98317	59109.91292	51781.95295	53855.44064	38778.81247	39584.81918	39375.5903	42393.28954	39101.52198	41711.78738
TNFAIP3	55341.86463	53020.82736	46416.96135	43704.66657	32141.26664	32222.18962	34644.74004	35338.33565	35985.38125	35442.71554
CD69	15179.23516	16634.99815	24155.79619	19592.38171	12254.44883	15848.13474	12325.30225	16622.25386	11810.22196	13555.16082
UBN2	90043.60579	91429.65026	73969.16087	92229.83397	79291.11778	76328.10999	78762.20059	72686.45084	56532.64611	67961.67556
ACSF3	154605.5492	146267.0284	123876.0715	121357.0926	92062.34736	88551.2957	93334.68186	86976.47113	97897.18686	84489.06273
ACADM	457639.8396	485486.7838	446250.4496	471166.9964	335743.8429	355852.0288	324458.6419	360659.551	336568.1138	361517.867
MYL1	24685.16112	23724.59777	29750.7235	25336.46816	21554.81122	20717.00841	18868.89516	19553.76975	21843.33238	20879.23439
ALCAM	20935.80843	25363.52323	20838.10961	25596.68245	16834.53916	20273.03111	16214.52078	19265.4392	15092.77054	18551.25552
AMPD3	38557.31908	36234.69185	29836.00317	29836.28205	22403.1609	23226.60361	23836.70441	23404.56313	24149.80155	23004.92452
ANKZF1	50705.21012	44395.30046	45793.80595	42590.79508	36029.12738	31681.10455	33954.88042	31377.44306	34671.87604	34109.72334
MTOR	74441.92206	74384.21838	73106.27437	75920.04934	52453.55384	51900.85432	54090.79643	55767.44866	51721.46718	53426.80572
MPV17	100139.8507	97711.60523	86504.11812	84224.97769	70360.53161	71712.72885	71786.38413	70826.59093	73863.94678	64978.03792
AACS	29344.1272	32213.42029	34177.76036	40931.25373	23727.79863	28261.97447	25475.88855	27050.31277	23948.53114	27320.02697
LGALSL	21664.715	22691.30938	19180.17961	21844.68811	15070.14282	18781.51925	16249.82279	18434.33537	15828.57669	16546.69017
PVRL2	14907.46078	19718.11946	10628.9379	14926.93796	9741.136796	13923.83062	11096.33154	13270.89605	9640.033415	14084.07045
PTRF	13971.61832	24096.09673	9209.348556	14885.01532	11545.48779	12157.5485	3902.040759	6350.342421	10711.23192	9024.305443
QPCTL	58625.05745	51443.35741	48507.56146	42263.29789	36647.89325	33240.27027	37317.27156	33347.63852	37324.50296	35205.53031
BCAT1	88780.95984	87409.10788	100200.0707	99546.14704	72629.31498	68287.39265	71117.07164	66658.56176	69575.54975	65261.81091
ZMYM1	34539.47376	33854.44705	33236.57844	33176.95794	23899.67796	23836.32277	24559.90343	26120.57938	25726.68794	24213.27238
GPI	1684997.675	1533987.629	1530825.879	1353885.604	1218205.065	1116902.586	1199106.286	1131758.487	1239960.969	1112487.84
PTTG2	24765.22514	25391.09869	27270.78658	24835.57621	19358.56524	18910.28842	17017.01465	18030.36651	18265.98893	18019.07284
ITGA2	15964.25868	14845.5178	16203.46	15869.36661	13013.48798	12962.78883	14100.99485	13853.44715	14189.89427	12914.60136
SALL2	17209.46553	18177.98841	14609.00902	15318.67845	11707.07726	11647.66682	12138.90324	10770.3092	12349.97519	11720.92761
RAB33A	55714.55843	52470.48089	38957.46302	37054.79246	30296.84784	30336.74088	30630.79018	32015.9605	30798.46731	32937.90371
TGM1	14436.06452	14100.39606	11183.93161	8031.009278	8712.227109	9435.431706	14384.52343	6761.667229	8574.288173	5590.063338
RASAL1	30760.53075	34176.57138	22236.30819	25305.3713	21068.84944	20350.47851	20675.76775	22478.2813	21199.59861	22940.11428
TGM2	16957.62664	36743.45765	17470.87163	20976.26934	17146.2866	15245.82528	9464.547662	12428.81448	17632.17142	12061.11296
A2ML1	14196.27365	15028.63811	9787.935105	12852.9413	9851.025029	9558.527566	11415.85108	9540.165439	9522.871591	5896.780432
MYL4	23546.31392	26794.75252	26322.17487	27866.80575	21581.57336	23025.60385	20062.86691	22402.95683	19857.39593	23235.69479
BIRC5	18792.64386	21423.65474	16121.37759	17140.70805	12651.99102	13492.01187	12809.38202	12942.74444	12932.52029	12785.47312
PTPRD	23818.0694	23311.948	19846.69246	20942.41928	15889.96168	15342.07436	17793.68739	17638.27763	16109.80433	17953.47092
SRI	205281.5095	202106.7103	187916.237	179893.2839	188337.447	179822.0577	186483.6838	177650.9128	193391.531	186642.3451
PYCR1	96254.53432	97007.17557	95000.77192	93584.83827	69255.73014	71471.59046	70274.25137	66625.97579	70837.61351	68213.33901
PHYH	14580.15737	15492.55076	14246.16164	15065.54286	12185.07775	10459.15977	12228.92415	11458.83619	12616.871	10286.49937
LDHA	1958843.683	1895138.924	1806484.045	1752025.191	1486418.83	1421079.046	1446175.931	1440186.338	1482597.707	1455246.855
OGFOD2	11337.33477	13250.64791	11621.83621	14661.90229	7335.095406	8883.236725	8924.191117	10748.32311	9982.98847	9312.91195
ALDOA	4390657.223	4377442.28	3997929.324	3833616.705	3263328.307	3240956.792	3220783.283	3136983.381	3254035.352	3171542.639
MGMT	69374.33502	67247.49307	62454.38582	57679.75503	50832.22383	44504.44696	50041.57657	44035.26926	50119.08361	46164.75916
HMMR	38550.46467	40193.93872	49877.32436	49017.92471	31241.1685	34605.42643	33710.26412	34550.15638	35386.03663	34297.0446
DLG4	50991.52144	45337.96325	50079.58126	47853.48384	37766.39736	33293.75535	40894.31618	34919.51816	36876.39806	36254.10567
PKP1	32751.46474	30582.9703	20779.41868	24164.04956	16156.15895	20396.41434	31630.68253	15819.47767	19477.32374	15548.74578
ALDH4A1	119779.7131	113070.1098	96696.53229	93021.66619	75544.8939	71725.80139	76980.73744	74155.74871	79597.64806	76602.53353
MFGE8	62309.30479	66080.25843	44281.67667	48447.09784	37030.21698	43300.49787	38762.73769	42368.2563	38718.34093	41293.66155
CA8	53550.52663	49760.83766	48849.53813	46607.31627	41079.72948	40425.10797	41922.22664	38816.32291	39637.7023	40542.49905
IRS1	18426.87284	20677.57335	19682.13227	18699.0096	13476.45283	11789.23218	16513.41717	15320.15188	12989.47489	15997.50724
MPP6	66035.81567	66088.16902	63747.67153	66179.9081	51096.12948	52266.50639	49037.67818	50124.14897	48726.01288	50792.66513
DPP10	15572.23598	19166.00868	16704.75064	17345.154	14915.719	14170.61091	14131.17552	15636.09745	15121.88542	16489.81409
RIMS3	17882.34882	16632.2115	16033.55201	15121.30975	10885.308	13625.96495	10392.3696	11658.79006	11871.25255	12763.68661
VAMP2	26447.2923	23550.86878	30435.57435	22915.29677	22194.35435	19349.65958	21487.93849	16913.47992	20874.24242	17925.56302
VAMP3	26447.2923	23550.86878	30435.57435	22915.29677	22194.35435	19349.65958	21487.93849	16913.47992	20874.24242	17925.56302
DHRS4	121032.0384	103830.208	111419.0228	96451.75161	83883.96464	74231.93761	84940.74059	72299.85437	89827.10992	72643.83806
PDK3	122643.1923	124955.1874	103835.1087	104029.0317	77857.29739	86988.35552	84933.90032	86842.66817	89335.49199	82925.85579
PECR	30055.76107	33889.22693	25327.72508	21925.04875	19960.81246	21979.21071	18562.27944	22538.33331	19690.09522	21209.59903
DSG2	22040.391	22050.3223	23513.84833	24570.21247	17903.09687	16970.42024	16966.6113	19691.51183	19557.02151	19533.7069
IPO9	95528.98482	94537.89697	89903.6161	92666.81557	69616.23936	64749.27898	68851.69894	68356.94759	70448.79885	69337.58679
RBFA	12965.60831	14105.21247	9943.136771	13656.62615	9330.096063	9425.112094	8380.840049	8737.6867	9231.17832	11104.76475
RCN1	57694.98906	52977.36124	57329.42256	50800.52478	45154.01547	41083.01395	42564.79807	38139.96202	43211.56553	37549.98653
CAMK4	184668.3483	173857.2882	166968.6619	156480.0502	124354.5091	114617.1025	124986.5509	110732.756	124902.9763	116675.2522
PYCR2	81086.58069	83298.45225	73875.39849	75102.31416	58013.23718	58975.38308	57080.27543	56465.82801	57360.89025	56316.09197
SYK	112901.4221	188736.9587	100227.0874	172818.7214	89691.76119	132914.3093	92804.60352	134358.0063	80913.8212	123729.331
RFT1	34602.75574	36003.37299	33750.15909	33061.41506	24621.94865	27022.31529	23740.7777	27590.14316	25300.98078	25104.17981
SLC16A7	27105.11173	29502.10543	28124.69599	30631.73798	20429.94471	22072.54004	21466.88654	22658.48109	20155.04002	21632.5332
ZBTB8OS	28020.20514	30429.81972	25721.92168	26458.54772	19760.77818	22257.35515	19456.34811	21425.14365	20729.18828	20938.80788
PECAM1	90140.55376	89263.85119	84242.48002	85863.14931	63989.97851	65552.12165	64214.19322	65664.45092	64910.17936	66484.77995
MBP	44182.52809	33228.09662	49391.95372	42346.79423	28594.1684	28773.94954	34997.14796	29900.53502	36631.30143	32093.88096
HACL1	30643.91703	33421.8415	29151.21923	28910.90517	22342.32296	20975.32182	22748.62759	23152.52252	21912.1352	24056.64791
CEP170B	21924.40566	18585.70718	21406.18872	20914.75855	17109.52068	15027.75494	15488.73036	16650.35736	16066.59355	16642.31018
NARF	70404.54481	68598.67677	64164.30029	65201.39064	52539.78317	52275.69859	51011.39056	51888.77416	57982.98673	54433.80032
TASP1	12018.28755	14137.63924	10693.46429	12394.78459	8737.950203	9376.159479	9717.292322	12045.45895	9085.667714	8245.852381
PAAF1	89620.15877	90423.22063	85656.98855	85298.97452	65124.49422	65870.02613	70369.2458	74284.48169	70491.78327	69391.20233
TPI1	1656075.642	1559091.228	1406399.838	1366355.927	1184364.696	1138803.948	1154679.619	1141847.535	1197778.644	1162485.423
TDRKH	37479.13233	34871.66958	32068.45811	32306.07742	27335.37308	26557.25082	25906.96734	25949.22593	27431.85665	23285.12616
LRRC20	68528.86307	71028.62292	66069.00082	62475.66799	52111.34193	47715.69237	52712.76714	48510.8068	54849.67157	50274.17498
ENO3	1105761.666	935496.4058	941452.5573	798950.4836	804895.5515	679667.9142	790198.9787	653357.8772	817884.3323	706493.0709
BCKDK	25776.93551	29920.37987	22678.35519	24752.83519	18808.56655	20870.29768	18429.64854	22087.97463	19479.09261	21417.31927
SBSN	17817.72718	17007.7442	12122.8155	19470.55323	11048.35561	14317.70131	15170.2381	11027.00847	13291.8472	8848.810096
FADS1	40011.83103	37794.80707	37784.78847	36232.2194	29403.35887	25542.56788	27444.63331	28542.51089	31737.8985	28643.67076
MYO5C	15789.0451	17258.56606	15670.98789	14679.81456	11695.46393	12407.32694	10463.62875	13090.77625	10992.9207	12626.62111
AURKB	53134.87561	57543.13603	43859.90083	45189.92575	33731.70217	36561.91301	33799.81393	37749.9924	34323.19624	38375.2263
HAL	30305.15868	37469.09154	21137.84335	26597.53573	21847.1374	21528.4657	29360.56049	17335.32948	21143.00352	14290.09542
EPB41L2	131284.9882	137074.6388	128167.1598	133969.6237	113191.8933	119700.85	114904.5929	124240.4992	113949.0188	124062.4858
PBX1	35858.51177	30789.10797	29385.34346	28414.83803	30510.07344	27189.21289	24407.83746	25598.55557	23547.03868	21698.29456
EEF2K	42423.34506	39374.24462	44166.34286	42653.2051	33401.72725	31119.22783	30860.12126	31617.54218	33024.78962	31245.72004
MTHFR	29496.37204	28870.59355	27577.39669	26724.83344	20133.91654	20626.98981	20283.83414	21522.3946	20742.63489	22173.47905
NOTCH3	15573.0032	15587.30371	12955.43367	12651.13173	9654.267761	10076.77201	10447.14159	10422.02226	11188.00613	10157.33553
RAP1GDS1	240881.5037	226890.9996	225632.9616	220326.5571	188212.5043	179569.2026	183644.2433	180881.6276	186614.4145	178264.8589
TM7SF3	25640.16359	31085.58852	27824.56339	33267.91517	20902.61937	24499.08595	18057.93688	25504.57007	19085.04005	25044.4093
IMPA2	39923.82261	35351.68229	35592.12414	32986.62459	27743.47546	25986.40789	29568.12272	27170.69467	31003.41786	27613.11608
NUSAP1	34706.11483	37555.81214	30512.60365	30142.53854	22355.33949	23308.13559	22694.58988	22233.56356	23912.7442	22701.73098
PPIP5K2	40919.02292	41378.00476	37921.60095	38022.76349	31391.15948	32696.33724	33472.98429	33346.88848	32212.08981	32046.18362
ECM1	8517.878613	8971.729534	8174.647452	8100.537467	11201.78674	13216.29902	15128.45097	11916.05609	11379.67579	13108.52646
MAP1LC3B2	45416.23664	49166.35493	39801.714	39165.06317	31623.17104	31653.07643	30717.44124	31968.41336	32114.69508	32563.42109
PGK1	3723886.455	3537541.652	3118325.463	3026142.955	2778424.846	2670335.725	2719187.673	2616710.346	2746790.486	2667534.218
METTL17	74250.22303	67363.11263	67292.6621	61776.2559	48459.74427	48066.91041	52018.09285	50730.91612	55027.2582	50612.19771
IKZF4	42651.27341	37711.64554	43717.52611	33682.80352	37094.06389	39824.93092	39531.64585	25401.08726	25206.19569	28456.69523
ABHD14B	142798.3703	133909.172	126669.4649	119499.8415	99209.73236	95846.8988	100502.7588	95546.05098	103233.9227	93476.67868
DUSP3	43943.26547	43976.02602	41073.09169	37509.66861	33021.68293	31433.85908	32026.89035	30027.92169	34060.0798	31650.35385
NADSYN1	24453.75687	23083.42543	23844.61819	23422.95238	17590.81455	18299.39526	19469.35912	17188.19961	18087.77482	19148.55517
DLG1	69438.72387	64914.9235	63436.27806	62335.66649	52456.41712	52051.69045	53388.28314	51278.06214	52439.69962	53893.91032
AASS	29406.80325	31826.16038	28900.74158	32384.79327	23705.28631	24110.87093	23809.53622	24274.54412	22946.93618	25645.23092
XRCC6BP1	32298.86988	36286.20743	36515.24713	35253.97569	24414.90718	27046.43895	26139.7301	28270.84541	26552.12916	27640.21058
FDPS	615485.5102	604433.1589	518466.0539	510479.3153	429836.7233	418140.5259	433023.4897	424224.566	436168.5997	432107.647
OAS3	61799.26859	63298.8661	62988.13097	58459.60708	45414.56609	43602.87974	45289.87459	44770.45263	47027.93568	43372.23218
ADA	1562932.153	1523086.106	1344658.396	1346306.415	1107938.347	1090405.334	1096954.339	1070100.438	1100556.93	1079959.188
EFCAB14	10576.32374	12129.54198	12222.66296	14012.75009	9497.033118	10420.31872	8742.685903	11138.13012	8285.222364	11503.67329
CCDC40	16919.62788	15810.82074	11918.18855	13792.20003	11905.81509	12318.80145	11100.59805	11199.24187	12250.49956	12268.51871
MT-ND5	11326.43829	13937.07614	13973.93963	15786.70227	8464.111123	11648.9546	9340.167028	11966.36499	9298.958241	12398.85868
ARG2	24676.49359	25607.08682	17553.01155	17634.44486	17575.40633	17576.7277	16733.42393	18611.08769	18177.73567	19177.10279
PGK2	1709411.594	1618007.085	1393888.749	1364441.629	1236485.614	1213587.694	1227894.259	1202206.604	1246120.654	1230097.581
NCCRP1	16290.64561	21681.61332	17239.24331	16118.37822	12897.55806	12931.6409	19811.99325	11875.86101	14891.7377	9482.517744
CTSG	11812.18076	12406.44964	23747.69501	20542.67313	17509.8278	13315.78589	17738.17422	9393.529199	11132.86637	9670.638397
RYBP	161542.2901	166010.2609	143265.5163	139045.0567	139869.3885	128916.7342	125966.5227	120235.0869	122488.0992	119144.0672
TBC1D4	129546.5602	128452.6393	126088.3116	132976.2211	111185.8002	106828.4859	106611.5254	107639.9721	103343.4762	107013.0527
CDKN1B	17388.79533	15670.51663	15029.75226	14620.17563	12234.71822	10678.74903	11715.77915	11880.6662	12709.90998	13687.97754
FLOT2	82259.64966	86797.33549	66728.27801	76864.00308	56747.93797	59246.24809	59543.88919	61909.63182	59027.49717	60809.93805
RNF123	33782.83921	37251.89246	27745.71763	29953.35732	24066.5973	26235.70678	21621.37862	25317.42817	24054.01375	25671.58691
PACSIN3	31387.15249	29885.92763	29467.23601	27659.23633	21489.62139	23156.95271	22778.64065	24583.65382	24117.09905	21967.21058
NT5DC2	50419.09342	52786.94625	48489.14759	49643.91354	36997.42414	38525.23631	37488.82073	41238.18236	37884.88015	42335.0019
RBBP8	25460.79806	28695.64268	20053.85905	24542.93286	17493.84117	20451.99679	18729.71502	19181.92458	16587.01425	19434.56569
ATP11A	15786.39201	16500.88974	16387.93835	15953.13544	10810.05025	11885.51745	11969.22359	13689.66374	12976.48526	13028.2446
RUFY3	52630.18884	52768.66265	44688.85318	47749.59288	39589.80676	40331.51656	39327.71085	38663.708	36277.53793	42146.52053
MOSPD1	18486.93174	21802.95233	12809.03111	19513.13512	10572.00609	15235.76539	11781.12124	16348.10644	12286.36129	15052.95904
PCCB	21520.44182	20066.1532	15589.2867	15136.80074	14008.42713	13715.75291	14419.01482	13499.15154	14002.12728	14213.54286
CCDC88A	42291.67797	40702.75173	41492.77694	44645.36311	34757.09292	33607.01119	33530.00944	34761.76131	33996.12317	34740.68441
LIN7A	39498.56254	44985.78534	35597.42222	39669.35249	31866.44167	32199.70864	30867.66482	35458.58685	29956.26287	35087.90793
CKAP4	62671.84513	63989.86031	53487.56676	58150.86259	48657.1972	51887.27163	50622.57342	52715.28073	49034.46951	54068.86644
